First_Name,Second_Name,Party,Vote,Num_Meeting,Num_Vote
Pøemysl,Mališ,ANO,A,6,9
Jiøí,Mašek,ANO,M,6,9
Eva,Matyášová,ANO,A,6,9
Radka,Maxová,ANO,0,6,9
Marcela,Melková,ANO,A,6,9
Jana,Mraèková,ANO,A,6,9
Patrik,Nacher,ANO,A,6,9
Marek,Novák,ANO,A,6,9
Monika,Oborná,ANO,A,6,9
Ladislav,Okleštìk,ANO,A,6,9
Zuzana,Oanová,ANO,A,6,9
Jana,Pastuchová,ANO,A,6,9
Robert,Pelikán,ANO,A,6,9
František,Petrtıl,ANO,A,6,9
Pavel,Plzák,ANO,0,6,9
Milan,Pour,ANO,A,6,9
David,Praák,ANO,A,6,9
Vìra,Procházková,ANO,A,6,9
Pavel,Pustìjovskı,ANO,A,6,9
Karel,Rais,ANO,A,6,9
Michal,Ratiborskı,ANO,A,6,9
Jan,Richter,ANO,Z,6,9
Miloslava,Rutová,ANO,A,6,9
Pavel,Rùièka,ANO,A,6,9
Jan,Øehounek,ANO,A,6,9
Petr,Sadovskı,ANO,A,6,9
Jan,Schiller,ANO,A,6,9
Pavel,Stanìk,ANO,A,6,9
Martin,Stropnickı,ANO,M,6,9
Jiøí,Strıèek,ANO,A,6,9
Karla,Šlechtová,ANO,0,6,9
Julius,Špièák,ANO,A,6,9
David,Štolpa,ANO,A,6,9
Dan,ok,ANO,0,6,9
Karel,Tureèek,ANO,A,6,9
Helena,Válková,ANO,M,6,9
Adam,Vojtìch,ANO,M,6,9
Jan,Volnı,ANO,A,6,9
Radek,Vondráèek,ANO,A,6,9
Ivo,Vondrák,ANO,A,6,9
Petr,Vrána,ANO,A,6,9
Rostislav,Vyzula,ANO,A,6,9
Radek,Zlesák,ANO,A,6,9
Ivan,Adamec,ODS,N,6,9
Jan,Bauer,ODS,N,6,9
Martin,Baxa,ODS,N,6,9
Petr,Beitl,ODS,Z,6,9
Marek,Benda,ODS,N,6,9
Stanislav,Blaha,ODS,N,6,9
Pavel,Blaek,ODS,N,6,9
Jana,Èernochová,ODS,0,6,9
Petr,Fiala,ODS,0,6,9
Jakub,Janda,ODS,N,6,9
Václav,Klaus,ODS,0,6,9
Karel,Krejza,ODS,N,6,9
Martin,Kupka,ODS,Z,6,9
Zuzana,Majerová,ODS,M,6,9
Jaroslav,Martinù,ODS,N,6,9
Ilona,Mauritzová,ODS,M,6,9
Vojtìch,Munzar,ODS,N,6,9
Miroslava,Nìmcová,ODS,0,6,9
Jan,Skopeèek,ODS,0,6,9
Zbynìk,Stanjura,ODS,N,6,9
Bohuslav,Svoboda,ODS,0,6,9
Jiøí,Ventruba,ODS,N,6,9
Veronika,Vrecionová,ODS,N,6,9
Jan,Zahradník,ODS,N,6,9
Pavel,áèek,ODS,Z,6,9
Dana,Balcarová,Piráti,0,6,9
Lukáš,Bartoò,Piráti,Z,6,9
Ivan,Bartoš,Piráti,Z,6,9
Lukáš,Èernohorskı,Piráti,Z,6,9
František,Elfmark,Piráti,Z,6,9
Mikuláš,Ferjenèík,Piráti,Z,6,9
Radek,Holomèík,Piráti,Z,6,9
Martin,Jiránek,Piráti,0,6,9
Lukáš,Koláøík,Piráti,A,6,9
František,Kopøiva,Piráti,Z,6,9
Lenka,Kozlová,Piráti,Z,6,9
Jan,Lipavskı,Piráti,Z,6,9
Tomáš,Martínek,Piráti,Z,6,9
Jakub,Michálek,Piráti,N,6,9
Mikuláš,Peksa,Piráti,Z,6,9
Vojtìch,Pikal,Piráti,0,6,9
Ondøej,Polanskı,Piráti,Z,6,9
Jan,Pošváø,Piráti,Z,6,9
Ondøej,Profant,Piráti,Z,6,9
Olga,Richterová,Piráti,Z,6,9
Petr,Tøešòák,Piráti,Z,6,9
Tomáš,Vymazal,Piráti,M,6,9
Marian,Bojko,SPD,A,6,9
Jaroslav,Dvoøák,SPD,A,6,9
Radim,Fiala,SPD,0,6,9
Jaroslav,Holík,SPD,A,6,9
Jan,Hrnèíø,SPD,M,6,9
Tereza,Hyhová,SPD,M,6,9
Monika,Jarošová,SPD,A,6,9
Pavel,Jelínek,SPD,A,6,9
Jiøí,Kobza,SPD,Z,6,9
Jiøí,Kohoutek,SPD,A,6,9
Radek,Koten,SPD,Z,6,9
Jana,Levová,SPD,0,6,9
Karla,Maøíková,SPD,A,6,9
Ivana,Nevludová,SPD,A,6,9
Tomio,Okamura,SPD,A,6,9
Zdenìk,Podal,SPD,M,6,9
Miloslav,Rozner,SPD,A,6,9
Radek,Rozvoral,SPD,A,6,9
Lucie,Šafránková,SPD,0,6,9
Lubomír,Španìl,SPD,A,6,9
Radovan,Vích,SPD,A,6,9
Lubomír,Volnı,SPD,A,6,9
Jiøí,Bìhounek,ÈSSD,A,6,9
Jan,Birke,ÈSSD,A,6,9
Petr,Dolínek,ÈSSD,A,6,9
Jaroslav,Foldyna,ÈSSD,M,6,9
Alena,Gajdùšková,ÈSSD,A,6,9
Jan,Hamáèek,ÈSSD,0,6,9
Tomáš,Hanzel,ÈSSD,A,6,9
Milan,Chovanec,ÈSSD,M,6,9
Jan,Chvojka,ÈSSD,M,6,9
Roman,Onderka,ÈSSD,0,6,9
Bohuslav,Sobotka,ÈSSD,N,6,9
Antonín,Stanìk,ÈSSD,A,6,9
Kateøina,Valachová,ÈSSD,M,6,9
Ondøej,Veselı,ÈSSD,M,6,9
Lubomír,Zaorálek,ÈSSD,M,6,9
Hana,Aulická,KSÈM,0,6,9
Alexander,Èernı,KSÈM,M,6,9
Jiøí,Dolejš,KSÈM,A,6,9
Vojtìch,Filip,KSÈM,A,6,9
Miroslav,Grebeníèek,KSÈM,A,6,9
Stanislav,Grospiè,KSÈM,0,6,9
Vladimír,Koníèek,KSÈM,A,6,9
Pavel,Kováèik,KSÈM,Z,6,9
Leo,Luzar,KSÈM,A,6,9
Kvìta,Matušovská,KSÈM,0,6,9
Zdenìk,Ondráèek,KSÈM,A,6,9
Daniel,Pawlas,KSÈM,A,6,9
Ivo,Pojeznı,KSÈM,A,6,9
Jiøí,Valenta,KSÈM,A,6,9
Miloslava,Vostrá,KSÈM,A,6,9
Jan,Bartošek,KDU-ÈSL,0,6,9
Pavel,Bìlobrádek,KDU-ÈSL,0,6,9
Ondøej,Benešík,KDU-ÈSL,0,6,9
Jan,Èiinskı,KDU-ÈSL,A,6,9
Pavla,Golasowská,KDU-ÈSL,A,6,9
Stanislav,Juránek,KDU-ÈSL,A,6,9
Marian,Jureèka,KDU-ÈSL,M,6,9
Vít,Kaòkovskı,KDU-ÈSL,A,6,9
Jiøí,Mihola,KDU-ÈSL,M,6,9
Marek,Vıbornı,KDU-ÈSL,A,6,9
Dominik,Feri,TOP09,0,6,9
Miroslav,Kalousek,TOP09,0,6,9
Helena,Langšádlová,TOP09,A,6,9
Markéta,Pekarová,TOP09,N,6,9
Karel,Schwarzenberg,TOP09,M,6,9
František,Vácha,TOP09,N,6,9
Vlastimil,Válek,TOP09,M,6,9
Jan,Farskı,STAN,Z,6,9
Petr,Gazdík,STAN,Z,6,9
Vìra,Kováøová,STAN,0,6,9
Jana,Krutáková,STAN,0,6,9
Petr,Pávek,STAN,M,6,9
Vít,Rakušan,STAN,M,6,9
Vìra,Adámková,ANO,0,6,10
Andrej,Babiš,ANO,A,6,10
Andrea,Babišová,ANO,A,6,10
Margita,Balaštíková,ANO,M,6,10
Josef,Bìlica,ANO,A,6,10
Stanislav,Berkovec,ANO,A,6,10
Jiøí,Bláha,ANO,A,6,10
Richard,Brabec,ANO,0,6,10
Milan,Brázdil,ANO,0,6,10
Andrea,Brzobohatá,ANO,A,6,10
Jaroslav,Boch,ANO,M,6,10
Klára,Dostálová,ANO,A,6,10
Lenka,Drailová,ANO,A,6,10
Jaroslav,Faltınek,ANO,A,6,10
Kamal,Farhan,ANO,A,6,10
Milan,Feranec,ANO,A,6,10
Eva,Fialová,ANO,A,6,10
Stanislav,Fridrich,ANO,A,6,10
Josef,Hájek,ANO,A,6,10
Milan,Hnilièka,ANO,A,6,10
Ivan,Jáè,ANO,A,6,10
Miloslav,Janulík,ANO,A,6,10
Aleš,Juchelka,ANO,A,6,10
Pavel,Juøíèek,ANO,A,6,10
Adam,Kalous,ANO,A,6,10
David,Kasal,ANO,M,6,10
Tomáš,Kohoutek,ANO,A,6,10
Martin,Kolovratník,ANO,A,6,10
Barbora,Koøanová,ANO,A,6,10
Josef,Kott,ANO,A,6,10
Robert,Králíèek,ANO,A,6,10
Roman,Kubíèek,ANO,A,6,10
Jan,Kubík,ANO,A,6,10
Jaroslav,Kytır,ANO,A,6,10
Taána,Malá,ANO,A,6,10
Pøemysl,Mališ,ANO,A,6,10
Jiøí,Mašek,ANO,M,6,10
Eva,Matyášová,ANO,A,6,10
Radka,Maxová,ANO,0,6,10
Marcela,Melková,ANO,A,6,10
Jana,Mraèková,ANO,A,6,10
Patrik,Nacher,ANO,A,6,10
Marek,Novák,ANO,A,6,10
Monika,Oborná,ANO,A,6,10
Ladislav,Okleštìk,ANO,A,6,10
Zuzana,Oanová,ANO,A,6,10
Jana,Pastuchová,ANO,A,6,10
Robert,Pelikán,ANO,A,6,10
František,Petrtıl,ANO,A,6,10
Pavel,Plzák,ANO,A,6,10
Milan,Pour,ANO,A,6,10
David,Praák,ANO,A,6,10
Vìra,Procházková,ANO,A,6,10
Pavel,Pustìjovskı,ANO,A,6,10
Karel,Rais,ANO,A,6,10
Michal,Ratiborskı,ANO,A,6,10
Jan,Richter,ANO,A,6,10
Miloslava,Rutová,ANO,A,6,10
Pavel,Rùièka,ANO,A,6,10
Jan,Øehounek,ANO,A,6,10
Petr,Sadovskı,ANO,A,6,10
Jan,Schiller,ANO,A,6,10
Pavel,Stanìk,ANO,A,6,10
Martin,Stropnickı,ANO,M,6,10
Jiøí,Strıèek,ANO,A,6,10
Karla,Šlechtová,ANO,0,6,10
Julius,Špièák,ANO,A,6,10
David,Štolpa,ANO,A,6,10
Dan,ok,ANO,A,6,10
Karel,Tureèek,ANO,Z,6,10
Helena,Válková,ANO,M,6,10
Adam,Vojtìch,ANO,M,6,10
Jan,Volnı,ANO,A,6,10
Radek,Vondráèek,ANO,A,6,10
Ivo,Vondrák,ANO,A,6,10
Petr,Vrána,ANO,A,6,10
Rostislav,Vyzula,ANO,A,6,10
Radek,Zlesák,ANO,A,6,10
Ivan,Adamec,ODS,A,6,10
Jan,Bauer,ODS,N,6,10
Martin,Baxa,ODS,A,6,10
Petr,Beitl,ODS,A,6,10
Marek,Benda,ODS,A,6,10
Stanislav,Blaha,ODS,A,6,10
Pavel,Blaek,ODS,A,6,10
Jana,Èernochová,ODS,0,6,10
Petr,Fiala,ODS,Z,6,10
Jakub,Janda,ODS,A,6,10
Václav,Klaus,ODS,A,6,10
Karel,Krejza,ODS,A,6,10
Martin,Kupka,ODS,Z,6,10
Zuzana,Majerová,ODS,M,6,10
Jaroslav,Martinù,ODS,A,6,10
Ilona,Mauritzová,ODS,M,6,10
Vojtìch,Munzar,ODS,A,6,10
Miroslava,Nìmcová,ODS,0,6,10
Jan,Skopeèek,ODS,0,6,10
Zbynìk,Stanjura,ODS,A,6,10
Bohuslav,Svoboda,ODS,A,6,10
Jiøí,Ventruba,ODS,A,6,10
Veronika,Vrecionová,ODS,Z,6,10
Jan,Zahradník,ODS,A,6,10
Pavel,áèek,ODS,A,6,10
Dana,Balcarová,Piráti,A,6,10
Lukáš,Bartoò,Piráti,A,6,10
Ivan,Bartoš,Piráti,A,6,10
Lukáš,Èernohorskı,Piráti,A,6,10
František,Elfmark,Piráti,A,6,10
Mikuláš,Ferjenèík,Piráti,A,6,10
Radek,Holomèík,Piráti,A,6,10
Martin,Jiránek,Piráti,A,6,10
Lukáš,Koláøík,Piráti,A,6,10
František,Kopøiva,Piráti,A,6,10
Lenka,Kozlová,Piráti,A,6,10
Jan,Lipavskı,Piráti,A,6,10
Tomáš,Martínek,Piráti,A,6,10
Jakub,Michálek,Piráti,A,6,10
Mikuláš,Peksa,Piráti,A,6,10
Vojtìch,Pikal,Piráti,A,6,10
Ondøej,Polanskı,Piráti,A,6,10
Jan,Pošváø,Piráti,A,6,10
Ondøej,Profant,Piráti,A,6,10
Olga,Richterová,Piráti,A,6,10
Petr,Tøešòák,Piráti,A,6,10
Tomáš,Vymazal,Piráti,M,6,10
Marian,Bojko,SPD,A,6,10
Jaroslav,Dvoøák,SPD,A,6,10
Radim,Fiala,SPD,0,6,10
Jaroslav,Holík,SPD,A,6,10
Jan,Hrnèíø,SPD,M,6,10
Tereza,Hyhová,SPD,M,6,10
Monika,Jarošová,SPD,A,6,10
Pavel,Jelínek,SPD,A,6,10
Jiøí,Kobza,SPD,A,6,10
Jiøí,Kohoutek,SPD,A,6,10
Radek,Koten,SPD,A,6,10
Jana,Levová,SPD,0,6,10
Karla,Maøíková,SPD,A,6,10
Ivana,Nevludová,SPD,A,6,10
Tomio,Okamura,SPD,A,6,10
Zdenìk,Podal,SPD,M,6,10
Miloslav,Rozner,SPD,A,6,10
Radek,Rozvoral,SPD,A,6,10
Lucie,Šafránková,SPD,0,6,10
Lubomír,Španìl,SPD,A,6,10
Radovan,Vích,SPD,A,6,10
Lubomír,Volnı,SPD,A,6,10
Jiøí,Bìhounek,ÈSSD,A,6,10
Jan,Birke,ÈSSD,Z,6,10
Petr,Dolínek,ÈSSD,A,6,10
Jaroslav,Foldyna,ÈSSD,M,6,10
Alena,Gajdùšková,ÈSSD,Z,6,10
Jan,Hamáèek,ÈSSD,0,6,10
Tomáš,Hanzel,ÈSSD,A,6,10
Milan,Chovanec,ÈSSD,M,6,10
Jan,Chvojka,ÈSSD,M,6,10
Roman,Onderka,ÈSSD,0,6,10
Bohuslav,Sobotka,ÈSSD,A,6,10
Antonín,Stanìk,ÈSSD,A,6,10
Kateøina,Valachová,ÈSSD,M,6,10
Ondøej,Veselı,ÈSSD,M,6,10
Lubomír,Zaorálek,ÈSSD,M,6,10
Hana,Aulická,KSÈM,A,6,10
Alexander,Èernı,KSÈM,M,6,10
Jiøí,Dolejš,KSÈM,A,6,10
Vojtìch,Filip,KSÈM,Z,6,10
Miroslav,Grebeníèek,KSÈM,A,6,10
Stanislav,Grospiè,KSÈM,0,6,10
Vladimír,Koníèek,KSÈM,A,6,10
Pavel,Kováèik,KSÈM,Z,6,10
Leo,Luzar,KSÈM,A,6,10
Kvìta,Matušovská,KSÈM,A,6,10
Zdenìk,Ondráèek,KSÈM,A,6,10
Daniel,Pawlas,KSÈM,A,6,10
Ivo,Pojeznı,KSÈM,A,6,10
Jiøí,Valenta,KSÈM,A,6,10
Miloslava,Vostrá,KSÈM,A,6,10
Jan,Bartošek,KDU-ÈSL,A,6,10
Pavel,Bìlobrádek,KDU-ÈSL,Z,6,10
Ondøej,Benešík,KDU-ÈSL,A,6,10
Jan,Èiinskı,KDU-ÈSL,A,6,10
Pavla,Golasowská,KDU-ÈSL,A,6,10
Stanislav,Juránek,KDU-ÈSL,A,6,10
Marian,Jureèka,KDU-ÈSL,M,6,10
Vít,Kaòkovskı,KDU-ÈSL,A,6,10
Jiøí,Mihola,KDU-ÈSL,M,6,10
Marek,Vıbornı,KDU-ÈSL,Z,6,10
Dominik,Feri,TOP09,0,6,10
Miroslav,Kalousek,TOP09,0,6,10
Helena,Langšádlová,TOP09,A,6,10
Markéta,Pekarová,TOP09,A,6,10
Karel,Schwarzenberg,TOP09,M,6,10
František,Vácha,TOP09,A,6,10
Vlastimil,Válek,TOP09,M,6,10
Jan,Farskı,STAN,Z,6,10
Petr,Gazdík,STAN,Z,6,10
Vìra,Kováøová,STAN,A,6,10
Jana,Krutáková,STAN,A,6,10
Petr,Pávek,STAN,M,6,10
Vít,Rakušan,STAN,M,6,10
Vìra,Adámková,ANO,0,6,11
Andrej,Babiš,ANO,A,6,11
Andrea,Babišová,ANO,A,6,11
Margita,Balaštíková,ANO,M,6,11
Josef,Bìlica,ANO,A,6,11
Stanislav,Berkovec,ANO,A,6,11
Jiøí,Bláha,ANO,A,6,11
Richard,Brabec,ANO,0,6,11
Milan,Brázdil,ANO,0,6,11
Andrea,Brzobohatá,ANO,A,6,11
Jaroslav,Boch,ANO,M,6,11
Klára,Dostálová,ANO,A,6,11
Lenka,Drailová,ANO,A,6,11
Jaroslav,Faltınek,ANO,A,6,11
Kamal,Farhan,ANO,A,6,11
Milan,Feranec,ANO,A,6,11
Eva,Fialová,ANO,A,6,11
Stanislav,Fridrich,ANO,A,6,11
Josef,Hájek,ANO,A,6,11
Milan,Hnilièka,ANO,A,6,11
Ivan,Jáè,ANO,Z,6,11
Miloslav,Janulík,ANO,A,6,11
Aleš,Juchelka,ANO,A,6,11
Pavel,Juøíèek,ANO,A,6,11
Adam,Kalous,ANO,A,6,11
David,Kasal,ANO,M,6,11
Tomáš,Kohoutek,ANO,A,6,11
Martin,Kolovratník,ANO,A,6,11
Barbora,Koøanová,ANO,A,6,11
Josef,Kott,ANO,A,6,11
Robert,Králíèek,ANO,A,6,11
Roman,Kubíèek,ANO,A,6,11
Jan,Kubík,ANO,A,6,11
Jaroslav,Kytır,ANO,A,6,11
Taána,Malá,ANO,A,6,11
Pøemysl,Mališ,ANO,A,6,11
Jiøí,Mašek,ANO,M,6,11
Eva,Matyášová,ANO,A,6,11
Radka,Maxová,ANO,0,6,11
Marcela,Melková,ANO,A,6,11
Jana,Mraèková,ANO,A,6,11
Patrik,Nacher,ANO,A,6,11
Marek,Novák,ANO,A,6,11
Monika,Oborná,ANO,A,6,11
Ladislav,Okleštìk,ANO,A,6,11
Zuzana,Oanová,ANO,A,6,11
Jana,Pastuchová,ANO,A,6,11
Robert,Pelikán,ANO,A,6,11
František,Petrtıl,ANO,A,6,11
Pavel,Plzák,ANO,A,6,11
Milan,Pour,ANO,A,6,11
David,Praák,ANO,A,6,11
Vìra,Procházková,ANO,A,6,11
Pavel,Pustìjovskı,ANO,A,6,11
Karel,Rais,ANO,A,6,11
Michal,Ratiborskı,ANO,A,6,11
Jan,Richter,ANO,Z,6,11
Miloslava,Rutová,ANO,A,6,11
Pavel,Rùièka,ANO,A,6,11
Jan,Øehounek,ANO,A,6,11
Petr,Sadovskı,ANO,A,6,11
Jan,Schiller,ANO,A,6,11
Pavel,Stanìk,ANO,A,6,11
Martin,Stropnickı,ANO,M,6,11
Jiøí,Strıèek,ANO,A,6,11
Karla,Šlechtová,ANO,0,6,11
Julius,Špièák,ANO,A,6,11
David,Štolpa,ANO,A,6,11
Dan,ok,ANO,A,6,11
Karel,Tureèek,ANO,Z,6,11
Helena,Válková,ANO,M,6,11
Adam,Vojtìch,ANO,M,6,11
Jan,Volnı,ANO,A,6,11
Radek,Vondráèek,ANO,A,6,11
Ivo,Vondrák,ANO,A,6,11
Petr,Vrána,ANO,A,6,11
Rostislav,Vyzula,ANO,A,6,11
Radek,Zlesák,ANO,A,6,11
Ivan,Adamec,ODS,A,6,11
Jan,Bauer,ODS,A,6,11
Martin,Baxa,ODS,A,6,11
Petr,Beitl,ODS,A,6,11
Marek,Benda,ODS,A,6,11
Stanislav,Blaha,ODS,A,6,11
Pavel,Blaek,ODS,A,6,11
Jana,Èernochová,ODS,0,6,11
Petr,Fiala,ODS,Z,6,11
Jakub,Janda,ODS,A,6,11
Václav,Klaus,ODS,A,6,11
Karel,Krejza,ODS,A,6,11
Martin,Kupka,ODS,A,6,11
Zuzana,Majerová,ODS,M,6,11
Jaroslav,Martinù,ODS,A,6,11
Ilona,Mauritzová,ODS,M,6,11
Vojtìch,Munzar,ODS,A,6,11
Miroslava,Nìmcová,ODS,0,6,11
Jan,Skopeèek,ODS,0,6,11
Zbynìk,Stanjura,ODS,A,6,11
Bohuslav,Svoboda,ODS,A,6,11
Jiøí,Ventruba,ODS,A,6,11
Veronika,Vrecionová,ODS,A,6,11
Jan,Zahradník,ODS,A,6,11
Pavel,áèek,ODS,A,6,11
Dana,Balcarová,Piráti,A,6,11
Lukáš,Bartoò,Piráti,A,6,11
Ivan,Bartoš,Piráti,A,6,11
Lukáš,Èernohorskı,Piráti,A,6,11
František,Elfmark,Piráti,A,6,11
Mikuláš,Ferjenèík,Piráti,A,6,11
Radek,Holomèík,Piráti,A,6,11
Martin,Jiránek,Piráti,A,6,11
Lukáš,Koláøík,Piráti,A,6,11
František,Kopøiva,Piráti,A,6,11
Lenka,Kozlová,Piráti,A,6,11
Jan,Lipavskı,Piráti,A,6,11
Tomáš,Martínek,Piráti,A,6,11
Jakub,Michálek,Piráti,A,6,11
Mikuláš,Peksa,Piráti,A,6,11
Vojtìch,Pikal,Piráti,A,6,11
Ondøej,Polanskı,Piráti,A,6,11
Jan,Pošváø,Piráti,A,6,11
Ondøej,Profant,Piráti,A,6,11
Olga,Richterová,Piráti,A,6,11
Petr,Tøešòák,Piráti,A,6,11
Tomáš,Vymazal,Piráti,M,6,11
Marian,Bojko,SPD,A,6,11
Jaroslav,Dvoøák,SPD,A,6,11
Radim,Fiala,SPD,0,6,11
Jaroslav,Holík,SPD,A,6,11
Jan,Hrnèíø,SPD,M,6,11
Tereza,Hyhová,SPD,M,6,11
Monika,Jarošová,SPD,A,6,11
Pavel,Jelínek,SPD,A,6,11
Jiøí,Kobza,SPD,A,6,11
Jiøí,Kohoutek,SPD,A,6,11
Radek,Koten,SPD,A,6,11
Jana,Levová,SPD,0,6,11
Karla,Maøíková,SPD,A,6,11
Ivana,Nevludová,SPD,A,6,11
Tomio,Okamura,SPD,A,6,11
Zdenìk,Podal,SPD,M,6,11
Miloslav,Rozner,SPD,A,6,11
Radek,Rozvoral,SPD,A,6,11
Lucie,Šafránková,SPD,A,6,11
Lubomír,Španìl,SPD,A,6,11
Radovan,Vích,SPD,A,6,11
Lubomír,Volnı,SPD,A,6,11
Jiøí,Bìhounek,ÈSSD,A,6,11
Jan,Birke,ÈSSD,A,6,11
Petr,Dolínek,ÈSSD,A,6,11
Jaroslav,Foldyna,ÈSSD,M,6,11
Alena,Gajdùšková,ÈSSD,Z,6,11
Jan,Hamáèek,ÈSSD,0,6,11
Tomáš,Hanzel,ÈSSD,A,6,11
Milan,Chovanec,ÈSSD,M,6,11
Jan,Chvojka,ÈSSD,M,6,11
Roman,Onderka,ÈSSD,0,6,11
Bohuslav,Sobotka,ÈSSD,A,6,11
Antonín,Stanìk,ÈSSD,A,6,11
Kateøina,Valachová,ÈSSD,M,6,11
Ondøej,Veselı,ÈSSD,M,6,11
Lubomír,Zaorálek,ÈSSD,M,6,11
Hana,Aulická,KSÈM,A,6,11
Alexander,Èernı,KSÈM,M,6,11
Jiøí,Dolejš,KSÈM,A,6,11
Vojtìch,Filip,KSÈM,Z,6,11
Miroslav,Grebeníèek,KSÈM,A,6,11
Stanislav,Grospiè,KSÈM,0,6,11
Vladimír,Koníèek,KSÈM,A,6,11
Pavel,Kováèik,KSÈM,A,6,11
Leo,Luzar,KSÈM,A,6,11
Kvìta,Matušovská,KSÈM,A,6,11
Zdenìk,Ondráèek,KSÈM,A,6,11
Daniel,Pawlas,KSÈM,A,6,11
Ivo,Pojeznı,KSÈM,A,6,11
Jiøí,Valenta,KSÈM,A,6,11
Miloslava,Vostrá,KSÈM,A,6,11
Jan,Bartošek,KDU-ÈSL,A,6,11
Pavel,Bìlobrádek,KDU-ÈSL,A,6,11
Ondøej,Benešík,KDU-ÈSL,A,6,11
Jan,Èiinskı,KDU-ÈSL,A,6,11
Pavla,Golasowská,KDU-ÈSL,A,6,11
Stanislav,Juránek,KDU-ÈSL,A,6,11
Marian,Jureèka,KDU-ÈSL,M,6,11
Vít,Kaòkovskı,KDU-ÈSL,A,6,11
Jiøí,Mihola,KDU-ÈSL,M,6,11
Marek,Vıbornı,KDU-ÈSL,Z,6,11
Dominik,Feri,TOP09,0,6,11
Miroslav,Kalousek,TOP09,0,6,11
Helena,Langšádlová,TOP09,Z,6,11
Markéta,Pekarová,TOP09,A,6,11
Karel,Schwarzenberg,TOP09,M,6,11
František,Vácha,TOP09,A,6,11
Vlastimil,Válek,TOP09,M,6,11
Jan,Farskı,STAN,Z,6,11
Petr,Gazdík,STAN,Z,6,11
Vìra,Kováøová,STAN,A,6,11
Jana,Krutáková,STAN,A,6,11
Petr,Pávek,STAN,M,6,11
Vít,Rakušan,STAN,M,6,11
Vìra,Adámková,ANO,N,6,12
Andrej,Babiš,ANO,N,6,12
Andrea,Babišová,ANO,N,6,12
Margita,Balaštíková,ANO,M,6,12
Josef,Bìlica,ANO,N,6,12
Stanislav,Berkovec,ANO,N,6,12
Jiøí,Bláha,ANO,N,6,12
Richard,Brabec,ANO,0,6,12
Milan,Brázdil,ANO,0,6,12
Andrea,Brzobohatá,ANO,0,6,12
Jaroslav,Boch,ANO,M,6,12
Klára,Dostálová,ANO,N,6,12
Lenka,Drailová,ANO,N,6,12
Jaroslav,Faltınek,ANO,N,6,12
Kamal,Farhan,ANO,N,6,12
Milan,Feranec,ANO,N,6,12
Eva,Fialová,ANO,N,6,12
Stanislav,Fridrich,ANO,N,6,12
Josef,Hájek,ANO,N,6,12
Milan,Hnilièka,ANO,N,6,12
Ivan,Jáè,ANO,N,6,12
Miloslav,Janulík,ANO,N,6,12
Aleš,Juchelka,ANO,M,6,12
Pavel,Juøíèek,ANO,N,6,12
Adam,Kalous,ANO,N,6,12
David,Kasal,ANO,M,6,12
Tomáš,Kohoutek,ANO,N,6,12
Martin,Kolovratník,ANO,N,6,12
Barbora,Koøanová,ANO,N,6,12
Josef,Kott,ANO,A,6,12
Robert,Králíèek,ANO,N,6,12
Roman,Kubíèek,ANO,N,6,12
Jan,Kubík,ANO,N,6,12
Jaroslav,Kytır,ANO,N,6,12
Taána,Malá,ANO,N,6,12
Pøemysl,Mališ,ANO,N,6,12
Jiøí,Mašek,ANO,M,6,12
Eva,Matyášová,ANO,N,6,12
Radka,Maxová,ANO,N,6,12
Marcela,Melková,ANO,N,6,12
Jana,Mraèková,ANO,N,6,12
Patrik,Nacher,ANO,Z,6,12
Marek,Novák,ANO,N,6,12
Monika,Oborná,ANO,N,6,12
Ladislav,Okleštìk,ANO,0,6,12
Zuzana,Oanová,ANO,N,6,12
Jana,Pastuchová,ANO,N,6,12
Robert,Pelikán,ANO,N,6,12
František,Petrtıl,ANO,N,6,12
Pavel,Plzák,ANO,N,6,12
Milan,Pour,ANO,N,6,12
David,Praák,ANO,N,6,12
Vìra,Procházková,ANO,N,6,12
Pavel,Pustìjovskı,ANO,N,6,12
Karel,Rais,ANO,0,6,12
Michal,Ratiborskı,ANO,N,6,12
Jan,Richter,ANO,N,6,12
Miloslava,Rutová,ANO,N,6,12
Pavel,Rùièka,ANO,N,6,12
Jan,Øehounek,ANO,N,6,12
Petr,Sadovskı,ANO,N,6,12
Jan,Schiller,ANO,N,6,12
Pavel,Stanìk,ANO,N,6,12
Martin,Stropnickı,ANO,N,6,12
Jiøí,Strıèek,ANO,N,6,12
Karla,Šlechtová,ANO,N,6,12
Julius,Špièák,ANO,M,6,12
David,Štolpa,ANO,N,6,12
Dan,ok,ANO,N,6,12
Karel,Tureèek,ANO,N,6,12
Helena,Válková,ANO,M,6,12
Adam,Vojtìch,ANO,M,6,12
Jan,Volnı,ANO,N,6,12
Radek,Vondráèek,ANO,N,6,12
Ivo,Vondrák,ANO,N,6,12
Petr,Vrána,ANO,N,6,12
Rostislav,Vyzula,ANO,N,6,12
Radek,Zlesák,ANO,N,6,12
Ivan,Adamec,ODS,A,6,12
Jan,Bauer,ODS,A,6,12
Martin,Baxa,ODS,A,6,12
Petr,Beitl,ODS,A,6,12
Marek,Benda,ODS,A,6,12
Stanislav,Blaha,ODS,A,6,12
Pavel,Blaek,ODS,0,6,12
Jana,Èernochová,ODS,A,6,12
Petr,Fiala,ODS,A,6,12
Jakub,Janda,ODS,A,6,12
Václav,Klaus,ODS,A,6,12
